dt,PM1 (ug/m3),PM2.5(ug/m3),PM10(ug/m3),PM1 (ug/m3) atmos env,PM2.5(ug/m3) atmos env,PM10(ug/m3) atmos env,0.3um in 0.1L air,0.5um in 0.1L air,1.0um in 0.1L air,2.5um in 0.1L air,5um in 0.1L air,10um in 0.1L air
13/12/2021 10:57:07,40,65,77,30,48,63,6906,1979,446,62,20,2
13/12/2021 10:57:12,39,66,79,30,48,64,6801,1943,457,68,22,4
13/12/2021 10:57:17,38,65,80,29,48,64,6831,1943,451,68,24,8
13/12/2021 10:57:22,39,64,79,30,47,64,6798,1947,451,64,24,8
13/12/2021 10:57:27,40,65,79,30,48,64,6813,1960,461,66,22,8
13/12/2021 10:57:32,40,66,79,30,48,64,6882,1983,448,64,20,8
13/12/2021 10:57:37,41,65,77,31,48,63,6939,1994,424,62,20,6
13/12/2021 10:57:42,41,65,77,31,48,63,6939,1994,424,62,20,6
13/12/2021 10:57:47,41,65,77,31,48,63,6939,1994,424,62,20,6
13/12/2021 10:57:52,41,65,77,31,48,63,6990,2005,416,60,20,6
13/12/2021 10:57:57,41,65,77,31,48,63,6990,2005,416,60,20,6
13/12/2021 10:58:02,41,65,77,31,48,63,6990,2005,416,60,20,6
13/12/2021 10:58:07,41,64,77,31,47,63,7026,2015,418,58,20,6
13/12/2021 10:58:12,41,64,77,31,47,63,7026,2015,418,58,20,6
13/12/2021 10:58:17,41,64,77,31,47,63,7026,2015,418,58,20,6
13/12/2021 10:58:22,40,66,78,30,47,63,7188,2043,422,62,20,6
13/12/2021 10:58:27,42,65,76,30,47,62,7251,2074,410,54,18,6
13/12/2021 10:58:32,42,64,74,30,47,61,7308,2095,412,50,16,4
13/12/2021 10:58:37,43,65,72,31,47,60,7290,2088,414,48,12,0
13/12/2021 10:58:42,44,68,73,32,49,61,7410,2115,414,50,10,0
13/12/2021 10:58:47,44,69,77,32,49,63,7479,2134,436,54,14,4
13/12/2021 10:58:52,43,69,80,31,49,64,7416,2113,451,60,18,4
13/12/2021 10:58:57,42,70,81,31,50,65,7329,2096,468,66,18,4
13/12/2021 10:59:02,43,73,86,31,51,67,7404,2136,512,76,20,8
13/12/2021 10:59:07,43,76,91,31,52,69,7386,2136,521,88,24,8
13/12/2021 10:59:12,43,72,88,31,50,68,7236,2100,500,82,24,10
13/12/2021 10:59:17,42,73,89,31,51,68,7191,2092,510,88,26,10
13/12/2021 10:59:22,42,72,88,31,50,68,7233,2100,506,84,24,10
13/12/2021 10:59:27,42,72,88,31,50,68,7233,2100,506,84,24,10
13/12/2021 10:59:32,42,72,88,31,50,68,7233,2100,506,84,24,10
13/12/2021 10:59:37,41,70,86,31,50,67,6999,2031,506,78,24,10
13/12/2021 10:59:42,41,70,86,31,50,67,6999,2031,506,78,24,10
13/12/2021 10:59:47,41,70,86,31,50,67,6999,2031,506,78,24,10
13/12/2021 10:59:52,41,70,85,31,50,67,6993,2038,499,76,24,10
13/12/2021 10:59:57,40,68,81,30,49,65,6930,2019,477,72,22,6
13/12/2021 11:00:02,40,66,79,30,48,64,6831,1998,456,66,20,6
13/12/2021 11:00:07,42,67,82,31,48,65,6984,2049,450,70,24,10
13/12/2021 11:00:12,42,65,78,31,48,63,6891,2017,429,60,20,6
13/12/2021 11:00:17,42,63,75,31,47,62,7023,2045,416,50,18,8
13/12/2021 11:00:22,43,65,76,31,48,62,7074,2066,412,56,16,6
13/12/2021 11:00:27,42,63,75,31,47,62,6990,2030,391,56,16,6
13/12/2021 11:00:32,42,64,77,31,47,63,6984,2032,403,62,18,6
13/12/2021 11:00:37,43,64,77,31,47,63,7185,2061,369,64,18,8
13/12/2021 11:00:42,43,65,78,31,48,63,7248,2069,384,64,18,8
13/12/2021 11:00:47,44,67,81,32,48,65,7398,2113,393,66,18,8
13/12/2021 11:00:52,44,69,85,32,49,67,7485,2134,427,76,20,10
13/12/2021 11:00:57,44,69,85,32,49,67,7485,2134,427,76,20,10
13/12/2021 11:01:02,44,69,85,32,49,67,7485,2134,427,76,20,10
13/12/2021 11:01:07,43,68,81,31,49,65,7350,2087,421,70,16,8
13/12/2021 11:01:12,43,68,81,31,49,65,7350,2087,421,70,16,8
13/12/2021 11:01:17,43,68,81,31,49,65,7350,2087,421,70,16,8
13/12/2021 11:01:22,44,69,82,32,49,65,7494,2138,427,70,16,8
13/12/2021 11:01:27,44,69,82,32,49,65,7494,2138,427,70,16,8
13/12/2021 11:01:32,44,69,82,32,49,65,7494,2138,427,70,16,8
13/12/2021 11:01:37,44,69,86,32,49,67,7374,2108,431,78,24,10
13/12/2021 11:01:42,43,69,87,31,49,67,7467,2125,456,78,26,10
13/12/2021 11:01:47,42,69,86,30,49,66,7410,2106,460,78,26,10
13/12/2021 11:01:52,42,69,86,30,49,66,7329,2092,460,78,26,12
13/12/2021 11:01:57,42,71,88,30,49,67,7254,2103,481,82,26,10
13/12/2021 11:02:02,42,71,91,31,50,69,7224,2086,475,88,30,12
13/12/2021 11:02:07,41,70,90,31,50,69,7074,2044,464,88,30,12
13/12/2021 11:02:12,40,70,87,30,50,67,7086,2038,447,86,28,10
13/12/2021 11:02:17,40,70,87,30,50,67,7137,2045,457,86,26,8
13/12/2021 11:02:22,39,68,87,30,49,67,7092,2011,430,88,30,10
13/12/2021 11:02:27,39,68,80,30,49,64,7035,1992,428,80,20,6
13/12/2021 11:02:32,39,66,79,30,48,64,6936,1977,416,74,20,6
13/12/2021 11:02:37,40,67,80,30,48,64,7038,1996,429,74,20,8
13/12/2021 11:02:42,40,67,80,30,48,64,7038,1996,429,74,20,8
13/12/2021 11:02:47,40,67,80,30,48,64,7038,1996,429,74,20,8
13/12/2021 11:02:52,41,67,79,31,48,64,7182,2029,412,68,18,6
13/12/2021 11:02:57,41,67,79,31,48,64,7182,2029,412,68,18,6
13/12/2021 11:03:03,41,67,79,31,48,64,7182,2029,412,68,18,6
13/12/2021 11:03:08,42,68,78,31,49,63,7308,2061,412,68,16,6
13/12/2021 11:03:13,42,68,78,31,49,63,7308,2061,412,68,16,6
13/12/2021 11:03:18,42,68,78,31,49,63,7308,2061,412,68,16,6
13/12/2021 11:03:23,42,67,75,31,48,62,7299,2076,410,60,12,4
13/12/2021 11:03:28,41,66,74,30,47,61,7299,2076,410,60,12,4
13/12/2021 11:03:33,41,66,74,30,47,61,7299,2076,410,60,12,4
13/12/2021 11:03:38,42,66,73,30,47,61,7329,2091,404,54,10,4
13/12/2021 11:03:43,43,67,74,31,48,62,7329,2091,404,54,10,4
13/12/2021 11:03:48,43,67,74,31,48,62,7329,2091,404,54,10,4
13/12/2021 11:03:53,44,68,75,32,49,62,7374,2125,427,52,10,4
13/12/2021 11:03:58,45,69,80,32,49,64,7557,2203,429,58,18,6
13/12/2021 11:04:03,45,70,79,32,50,64,7509,2207,444,56,16,4
13/12/2021 11:04:08,45,71,81,32,50,65,7668,2230,455,56,16,4
13/12/2021 11:04:13,46,72,80,33,50,64,7698,2243,463,56,14,4
13/12/2021 11:04:18,47,72,79,33,50,64,7857,2277,448,54,12,2
13/12/2021 11:04:23,46,72,82,33,50,65,7770,2254,455,64,16,4
13/12/2021 11:04:28,46,73,83,33,51,66,7866,2279,444,62,16,4
13/12/2021 11:04:33,44,71,82,31,49,65,7734,2220,442,70,18,4
13/12/2021 11:04:38,43,72,89,31,50,68,7818,2239,484,80,26,6
13/12/2021 11:04:43,44,72,89,31,50,68,7824,2237,474,78,26,8
13/12/2021 11:04:48,43,71,86,31,50,67,7653,2167,459,74,22,8
13/12/2021 11:04:53,43,72,87,31,50,67,7701,2180,467,74,22,10
13/12/2021 11:04:58,43,72,87,31,50,67,7701,2180,467,74,22,10
13/12/2021 11:05:03,43,72,87,31,50,67,7701,2180,467,74,22,10
13/12/2021 11:05:08,44,71,87,32,50,67,7689,2203,446,74,24,10
13/12/2021 11:05:13,44,71,87,32,50,67,7689,2203,446,74,24,10
13/12/2021 11:05:18,44,71,87,32,50,67,7689,2203,446,74,24,10
13/12/2021 11:05:23,43,69,85,31,49,67,7632,2167,425,70,24,10
13/12/2021 11:05:28,42,68,86,31,49,67,7467,2146,434,70,26,12
13/12/2021 11:05:33,43,69,85,31,49,67,7581,2178,442,64,24,12
13/12/2021 11:05:38,43,69,88,31,49,68,7455,2150,472,66,28,14
13/12/2021 11:05:43,44,69,87,32,49,67,7500,2173,465,62,26,14
13/12/2021 11:05:48,44,68,82,32,49,65,7422,2156,442,58,20,12
13/12/2021 11:05:53,43,70,86,31,50,67,7500,2187,456,68,24,12
13/12/2021 11:05:58,44,70,84,32,50,66,7392,2174,456,64,22,10
13/12/2021 11:06:03,44,71,84,32,50,66,7458,2189,465,68,20,8
13/12/2021 11:06:08,43,70,83,31,50,66,7326,2145,480,70,20,8
13/12/2021 11:06:13,44,72,86,32,50,67,7389,2177,493,76,22,8
13/12/2021 11:06:18,42,69,82,31,49,65,7212,2107,469,72,20,6
13/12/2021 11:06:23,42,68,79,31,49,64,7200,2094,446,70,18,4
13/12/2021 11:06:28,40,66,78,30,47,63,7230,2090,440,70,20,2
13/12/2021 11:06:33,40,66,78,30,47,63,7230,2090,440,70,20,2
13/12/2021 11:06:38,40,65,77,30,47,62,7146,2067,434,66,20,2
13/12/2021 11:06:43,40,64,75,30,47,61,7128,2054,411,64,20,2
13/12/2021 11:06:48,39,61,70,29,45,59,7056,2010,403,50,16,0
13/12/2021 11:06:53,39,62,70,29,46,59,7134,2019,406,44,14,0
13/12/2021 11:06:58,38,60,70,29,45,59,7005,1994,401,40,16,0
13/12/2021 11:07:03,39,62,70,30,46,60,7005,1984,401,40,14,0
13/12/2021 11:07:08,38,62,71,29,46,60,6930,1946,411,44,16,0
13/12/2021 11:07:13,40,65,75,30,48,62,7152,2037,439,48,18,0
13/12/2021 11:07:18,41,65,76,31,48,62,7017,2020,460,48,20,2
13/12/2021 11:07:23,41,65,73,31,48,61,7011,2027,436,46,14,2
13/12/2021 11:07:28,42,67,79,31,48,64,7158,2088,468,52,20,4
13/12/2021 11:07:33,42,68,85,31,49,67,7158,2097,491,58,26,10
13/12/2021 11:07:38,44,68,83,32,49,66,7197,2112,470,58,24,10
13/12/2021 11:07:43,44,68,83,32,49,66,7197,2112,470,58,24,10
13/12/2021 11:07:48,44,68,83,32,49,66,7197,2112,470,58,24,10
13/12/2021 11:07:53,43,66,82,31,48,65,7146,2080,459,60,24,10
13/12/2021 11:07:58,43,67,81,31,48,65,7203,2086,455,62,22,10
13/12/2021 11:08:03,44,67,81,32,48,65,7308,2130,457,58,22,10
13/12/2021 11:08:08,45,69,83,32,49,66,7410,2168,453,64,20,10
13/12/2021 11:08:13,44,67,80,32,48,64,7290,2104,444,60,18,10
13/12/2021 11:08:18,44,68,82,32,49,65,7416,2123,434,64,20,10
13/12/2021 11:08:23,43,67,84,31,48,66,7290,2089,437,68,24,12
13/12/2021 11:08:28,43,65,78,31,48,63,7245,2068,409,62,18,10
13/12/2021 11:08:33,43,68,76,31,49,62,7296,2068,422,62,12,4
13/12/2021 11:08:38,42,68,78,31,49,63,7182,2042,432,68,16,4
13/12/2021 11:08:43,42,70,82,31,50,65,7284,2082,447,76,18,6
13/12/2021 11:08:48,42,70,86,31,50,67,7278,2086,449,80,24,10
13/12/2021 11:08:53,42,71,91,31,50,69,7272,2086,455,88,28,14
13/12/2021 11:08:58,42,71,91,31,50,69,7272,2086,455,88,28,14
13/12/2021 11:09:03,42,71,91,31,50,69,7272,2086,455,88,28,14
13/12/2021 11:09:08,41,70,89,31,50,68,7290,2096,459,80,26,14
13/12/2021 11:09:13,41,70,89,31,50,68,7290,2096,459,80,26,14
13/12/2021 11:09:18,41,70,89,31,50,68,7290,2096,459,80,26,14
13/12/2021 11:09:23,41,73,92,31,51,70,7341,2130,476,86,28,14
13/12/2021 11:09:28,41,73,92,31,51,70,7341,2130,476,86,28,14
13/12/2021 11:09:33,41,73,92,31,51,70,7341,2130,476,86,28,14
13/12/2021 11:09:38,41,72,89,31,50,68,7260,2113,480,84,24,12
13/12/2021 11:09:43,41,72,89,31,50,68,7260,2113,480,84,24,12
13/12/2021 11:09:48,41,72,89,31,50,68,7260,2113,480,84,24,12
13/12/2021 11:09:53,42,74,87,31,51,67,7413,2157,488,76,20,10
13/12/2021 11:09:58,42,74,87,31,51,67,7413,2157,488,76,20,10
13/12/2021 11:10:03,42,74,87,31,51,67,7413,2157,488,76,20,10
13/12/2021 11:10:08,42,75,88,31,51,68,7464,2159,503,80,20,10
13/12/2021 11:10:13,42,75,88,31,51,68,7464,2159,503,80,20,10
13/12/2021 11:10:18,42,75,88,31,51,68,7464,2159,503,80,20,10
13/12/2021 11:10:23,41,72,86,31,50,67,7344,2127,471,76,20,12
13/12/2021 11:10:28,41,70,82,31,50,65,7311,2108,444,70,16,12
13/12/2021 11:10:33,41,71,80,31,50,64,7266,2115,440,66,14,10
13/12/2021 11:10:38,41,71,77,31,50,63,7380,2117,442,64,8,6
13/12/2021 11:10:43,41,71,73,31,50,61,7380,2119,438,58,4,2
13/12/2021 11:10:48,41,71,74,31,50,62,7311,2109,432,60,6,2
13/12/2021 11:10:53,42,70,74,31,50,62,7362,2122,413,58,6,2
13/12/2021 11:10:58,42,69,73,31,49,61,7338,2108,409,56,6,2
13/12/2021 11:11:03,41,68,72,31,49,61,7230,2070,401,58,6,2
13/12/2021 11:11:08,42,67,71,31,48,60,7326,2083,390,56,6,2
13/12/2021 11:11:13,42,70,76,31,50,62,7413,2121,420,66,12,0
13/12/2021 11:11:18,43,70,78,31,50,63,7401,2130,422,68,14,0
13/12/2021 11:11:23,43,70,79,31,50,64,7395,2130,426,76,16,0
13/12/2021 11:11:28,42,69,78,31,49,63,7332,2115,414,76,16,0
13/12/2021 11:11:33,42,69,78,31,49,63,7332,2115,414,76,16,0
13/12/2021 11:11:38,43,68,77,31,49,63,7308,2102,401,72,16,0
13/12/2021 11:11:43,43,68,77,31,49,63,7308,2102,401,72,16,0
13/12/2021 11:11:48,42,67,76,30,48,62,7308,2102,401,72,16,0
13/12/2021 11:11:53,41,67,74,30,48,61,7320,2093,411,66,14,0
13/12/2021 11:11:58,40,67,76,30,48,62,7236,2067,420,68,14,2
13/12/2021 11:12:03,42,68,79,31,49,64,7284,2096,420,72,18,2
13/12/2021 11:12:08,42,70,83,31,50,66,7422,2134,420,80,22,2
13/12/2021 11:12:13,43,71,85,31,50,67,7440,2161,448,82,24,2
13/12/2021 11:12:18,41,68,80,30,48,64,7314,2117,426,76,18,2
13/12/2021 11:12:23,41,70,82,30,49,65,7485,2140,428,78,18,4
13/12/2021 11:12:28,42,70,82,30,49,65,7662,2173,445,70,18,4
13/12/2021 11:12:33,42,70,83,30,49,66,7611,2171,443,72,20,4
13/12/2021 11:12:38,42,73,85,30,50,66,7770,2205,464,80,20,4
13/12/2021 11:12:43,43,73,86,31,50,67,7803,2212,448,88,22,6
13/12/2021 11:12:48,43,74,88,31,50,68,7974,2259,450,96,24,4
13/12/2021 11:12:53,44,76,90,32,51,69,7869,2232,447,96,22,6
13/12/2021 11:12:58,43,75,88,31,51,68,7698,2198,463,88,20,6
13/12/2021 11:13:03,43,75,88,31,51,68,7698,2198,463,88,20,6
13/12/2021 11:13:08,41,71,85,31,50,67,7476,2124,444,86,20,8
13/12/2021 11:13:13,41,71,85,31,50,67,7476,2124,444,86,20,8
13/12/2021 11:13:18,41,71,85,31,50,67,7476,2124,444,86,20,8
13/12/2021 11:13:23,43,72,87,31,50,67,7635,2179,453,86,22,8
13/12/2021 11:13:28,43,72,87,31,50,67,7635,2179,453,86,22,8
13/12/2021 11:13:33,43,72,87,31,50,67,7635,2179,453,86,22,8
13/12/2021 11:13:38,42,71,84,31,50,66,7428,2139,455,80,22,6
13/12/2021 11:13:43,41,69,84,31,49,66,7257,2093,436,84,24,6
13/12/2021 11:13:48,41,68,82,31,49,65,7284,2100,431,76,22,6
13/12/2021 11:13:53,41,67,82,31,48,65,7233,2100,427,76,24,6
13/12/2021 11:13:58,42,66,81,31,48,65,7263,2116,412,68,24,6
13/12/2021 11:14:03,42,66,81,31,48,65,7212,2105,416,64,24,8
13/12/2021 11:14:08,43,66,81,31,48,65,7275,2107,421,60,24,6
13/12/2021 11:14:13,42,65,81,30,47,64,7326,2103,411,66,26,8
13/12/2021 11:14:18,43,66,81,31,47,64,7440,2148,411,66,24,6
13/12/2021 11:14:23,42,66,79,30,47,63,7440,2137,411,60,20,6
13/12/2021 11:14:28,42,69,81,30,49,64,7554,2181,428,66,20,6
13/12/2021 11:14:33,44,71,81,32,50,65,7491,2183,428,62,16,6
13/12/2021 11:14:38,44,72,85,32,50,67,7578,2206,441,70,20,8
13/12/2021 11:14:43,44,72,85,32,50,67,7578,2206,441,70,20,8
13/12/2021 11:14:48,44,71,84,32,50,66,7578,2206,441,70,20,8
13/12/2021 11:14:53,45,72,84,32,50,66,7686,2219,437,72,20,8
13/12/2021 11:14:58,45,72,84,32,50,66,7686,2219,437,72,20,8
13/12/2021 11:15:03,45,72,84,32,50,66,7686,2219,437,72,20,8
13/12/2021 11:15:08,45,72,85,32,50,67,7704,2230,471,70,20,6
13/12/2021 11:15:13,45,72,85,32,50,67,7704,2230,471,70,20,6
13/12/2021 11:15:18,45,72,85,32,50,67,7704,2230,471,70,20,6
13/12/2021 11:15:23,44,71,85,32,50,67,7674,2239,467,66,22,6
13/12/2021 11:15:28,44,71,85,32,50,67,7674,2239,467,66,22,6
13/12/2021 11:15:33,44,71,85,32,50,67,7674,2239,467,66,22,6
13/12/2021 11:15:38,45,69,85,32,49,65,7851,2283,456,68,24,8
13/12/2021 11:15:43,45,69,85,32,49,65,7851,2283,456,68,24,8
13/12/2021 11:15:48,45,69,85,32,49,65,7851,2283,456,68,24,8
13/12/2021 11:15:53,44,68,81,31,49,64,7719,2256,452,62,20,6
13/12/2021 11:15:58,46,71,85,32,51,67,7719,2256,452,62,20,6
13/12/2021 11:16:03,46,71,85,32,51,67,7719,2256,452,62,20,6
13/12/2021 11:16:08,47,72,89,33,51,68,7746,2266,464,72,24,6
13/12/2021 11:16:13,46,72,87,33,50,67,7785,2287,472,72,24,6
13/12/2021 11:16:18,47,73,90,33,51,69,7929,2315,481,70,26,8
13/12/2021 11:16:23,47,72,89,33,50,68,7980,2311,468,70,26,8
13/12/2021 11:16:28,46,71,90,32,49,68,7929,2313,476,70,28,10
13/12/2021 11:16:33,46,71,90,32,49,68,7857,2296,495,70,28,12
13/12/2021 11:16:39,45,72,91,32,50,69,7845,2294,473,74,28,14
13/12/2021 11:16:44,46,72,89,32,50,68,7875,2294,473,70,24,12
13/12/2021 11:16:49,45,72,86,32,50,66,7818,2282,471,68,20,10
13/12/2021 11:16:54,46,72,86,32,50,66,7869,2286,460,70,20,10
13/12/2021 11:16:59,45,70,83,32,49,65,7773,2252,456,60,18,10
13/12/2021 11:17:04,43,70,85,31,49,66,7620,2197,450,72,22,12
13/12/2021 11:17:09,43,71,85,31,49,66,7563,2188,450,78,20,10
13/12/2021 11:17:14,43,70,84,31,49,66,7605,2192,448,76,20,10
13/12/2021 11:17:19,43,70,81,31,50,65,7605,2188,429,72,16,6
13/12/2021 11:17:24,44,69,78,32,49,63,7569,2177,406,66,14,4
13/12/2021 11:17:29,44,69,78,32,49,63,7569,2177,406,66,14,4
13/12/2021 11:17:34,44,69,78,32,49,63,7569,2177,406,66,14,4
13/12/2021 11:17:39,42,67,76,30,48,62,7539,2149,411,66,14,2
13/12/2021 11:17:44,42,67,76,30,48,62,7539,2149,411,66,14,2
13/12/2021 11:17:49,42,67,76,30,48,62,7539,2149,411,66,14,2
13/12/2021 11:17:54,42,68,76,30,48,62,7584,2151,413,68,12,2
13/12/2021 11:17:59,42,68,76,30,48,62,7584,2151,413,68,12,2
13/12/2021 11:18:04,42,68,76,30,48,62,7584,2151,413,68,12,2
13/12/2021 11:18:09,42,70,78,30,49,63,7641,2170,449,70,14,2
13/12/2021 11:18:14,43,71,79,31,50,64,7641,2170,449,70,14,2
13/12/2021 11:18:19,43,71,79,31,50,64,7641,2170,449,70,14,2
13/12/2021 11:18:24,43,71,80,31,50,64,7653,2178,455,70,14,2
13/12/2021 11:18:29,44,73,80,32,51,64,7779,2216,440,72,12,2
13/12/2021 11:18:34,46,72,77,33,50,63,7881,2244,438,62,8,0
13/12/2021 11:18:39,46,69,72,33,49,61,7842,2223,393,52,6,0
13/12/2021 11:18:44,46,71,77,33,50,63,7863,2251,418,58,10,2
13/12/2021 11:18:49,46,71,76,33,50,62,7890,2251,423,56,8,2
13/12/2021 11:18:54,46,73,79,33,51,64,7896,2279,435,62,10,2
13/12/2021 11:18:59,47,75,81,33,51,65,7896,2303,445,66,10,2
13/12/2021 11:19:04,47,74,80,33,51,64,7821,2284,439,64,10,2
13/12/2021 11:19:09,46,73,82,33,51,65,7701,2252,420,66,14,6
13/12/2021 11:19:14,46,73,83,33,51,66,7758,2282,414,66,16,6
13/12/2021 11:19:19,44,71,82,32,50,65,7536,2213,408,70,18,6
13/12/2021 11:19:24,44,71,88,32,50,68,7581,2223,416,76,28,8
13/12/2021 11:19:29,44,71,88,32,50,68,7581,2223,416,76,28,8
13/12/2021 11:19:34,44,71,88,32,50,68,7581,2223,416,76,28,8
13/12/2021 11:19:39,44,73,91,32,51,69,7590,2246,458,78,28,8
13/12/2021 11:19:44,45,72,88,32,50,68,7584,2239,454,72,26,6
13/12/2021 11:19:49,43,70,87,31,50,67,7323,2169,443,74,28,6
13/12/2021 11:19:54,42,68,84,31,49,66,7266,2139,424,68,26,6
13/12/2021 11:19:59,42,66,81,31,48,65,7296,2132,407,60,24,6
13/12/2021 11:20:04,43,67,86,31,48,67,7347,2149,415,70,30,10
13/12/2021 11:20:09,43,68,86,31,49,67,7341,2157,411,74,28,8
13/12/2021 11:20:14,42,69,86,31,49,67,7302,2123,426,76,28,8
13/12/2021 11:20:19,43,68,86,31,49,67,7386,2138,430,70,28,10
13/12/2021 11:20:24,43,69,82,31,49,65,7365,2151,424,68,20,8
13/12/2021 11:20:29,43,69,81,31,49,65,7401,2156,422,66,20,8
13/12/2021 11:20:34,43,70,84,31,50,66,7494,2171,422,76,22,8
13/12/2021 11:20:39,45,73,87,32,51,67,7716,2239,450,78,22,8
13/12/2021 11:20:44,45,73,87,32,51,67,7716,2239,450,78,22,8
13/12/2021 11:20:49,45,73,87,32,51,67,7716,2239,450,78,22,8
13/12/2021 11:20:54,46,74,90,33,51,69,7830,2277,471,80,24,10
13/12/2021 11:20:59,46,74,90,33,51,69,7830,2277,471,80,24,10
13/12/2021 11:21:04,46,74,90,33,51,69,7830,2277,471,80,24,10
13/12/2021 11:21:09,45,73,89,32,51,68,7641,2222,461,82,26,10
13/12/2021 11:21:14,45,72,87,32,50,67,7704,2228,476,74,24,8
13/12/2021 11:21:19,45,71,85,32,50,67,7746,2228,471,70,22,8
13/12/2021 11:21:24,45,72,90,32,50,69,7791,2266,479,80,26,10
13/12/2021 11:21:29,44,74,89,31,50,68,7956,2301,496,82,24,8
13/12/2021 11:21:34,44,73,91,31,50,69,7956,2288,498,80,26,12
13/12/2021 11:21:39,44,73,91,31,50,69,7995,2292,494,82,26,12
13/12/2021 11:21:44,44,71,87,31,49,67,7782,2235,486,74,24,12
13/12/2021 11:21:49,44,71,89,32,50,68,7638,2190,479,78,26,14
13/12/2021 11:21:54,42,69,90,31,49,69,7485,2133,471,82,30,14
13/12/2021 11:21:59,43,71,92,31,50,70,7605,2171,486,86,30,14
13/12/2021 11:22:04,43,70,91,31,50,69,7458,2146,471,86,30,14
13/12/2021 11:22:09,43,70,89,31,50,68,7473,2163,467,80,28,12
13/12/2021 11:22:14,43,70,89,31,50,68,7473,2163,467,80,28,12
13/12/2021 11:22:19,42,69,88,30,49,67,7473,2163,467,80,28,12
13/12/2021 11:22:24,43,69,84,31,49,66,7548,2169,467,68,22,10
13/12/2021 11:22:29,42,70,85,30,49,66,7389,2153,469,72,24,10
13/12/2021 11:22:34,42,70,83,30,49,65,7344,2138,463,72,22,6
13/12/2021 11:22:39,42,68,83,30,48,65,7197,2106,453,72,24,6
13/12/2021 11:22:44,42,70,84,30,49,66,7323,2144,459,72,24,6
13/12/2021 11:22:49,43,69,81,31,49,64,7347,2157,447,62,20,4
13/12/2021 11:22:54,43,69,78,31,49,63,7335,2159,436,58,16,4
13/12/2021 11:22:59,44,69,80,31,49,64,7398,2178,440,56,18,6
13/12/2021 11:23:04,44,69,78,31,49,63,7449,2190,444,52,14,4
13/12/2021 11:23:09,42,68,78,30,48,63,7308,2129,453,54,16,4
13/12/2021 11:23:14,42,67,79,30,48,63,7188,2096,445,60,20,4
13/12/2021 11:23:19,42,65,75,30,47,61,7182,2070,424,52,18,4
13/12/2021 11:23:24,42,65,75,30,47,61,7272,2106,424,50,16,4
13/12/2021 11:23:29,41,65,75,30,47,61,7266,2075,426,52,16,6
13/12/2021 11:23:34,42,65,74,30,47,61,7278,2094,415,48,14,6
13/12/2021 11:23:39,41,65,74,30,47,61,7284,2083,412,48,14,6
13/12/2021 11:23:44,41,65,74,30,47,61,7284,2083,412,48,14,6
13/12/2021 11:23:49,41,65,74,30,47,61,7284,2083,412,48,14,6
13/12/2021 11:23:54,41,66,74,30,47,61,7188,2069,421,52,14,4
13/12/2021 11:23:59,42,67,75,31,48,62,7188,2069,421,52,14,4
13/12/2021 11:24:04,42,67,75,31,48,62,7188,2069,421,52,14,4
13/12/2021 11:24:09,41,66,75,31,48,62,7182,2059,423,52,14,4
13/12/2021 11:24:14,41,66,75,31,48,62,7182,2059,423,52,14,4
13/12/2021 11:24:19,41,66,75,31,48,62,7182,2059,423,52,14,4
13/12/2021 11:24:24,41,67,76,31,48,62,7176,2068,413,56,14,4
13/12/2021 11:24:29,42,67,77,31,48,63,7245,2093,400,62,14,4
13/12/2021 11:24:34,42,66,73,31,48,61,7233,2099,391,54,10,4
13/12/2021 11:24:39,42,67,76,31,48,62,7269,2133,404,58,12,6
13/12/2021 11:24:44,42,66,76,31,48,62,7131,2076,395,60,14,6
13/12/2021 11:24:49,42,66,74,31,48,62,7125,2088,386,56,12,4
13/12/2021 11:24:54,41,66,76,31,48,62,7092,2052,388,68,14,6
13/12/2021 11:24:59,42,67,77,31,48,63,7176,2080,397,68,14,6
13/12/2021 11:25:04,42,66,76,31,48,62,7227,2103,390,62,14,6
13/12/2021 11:25:09,43,68,76,31,49,62,7329,2137,379,64,12,6
13/12/2021 11:25:14,42,66,75,31,48,62,7296,2099,370,62,12,6
13/12/2021 11:25:19,43,68,76,31,49,62,7494,2163,397,58,12,6
13/12/2021 11:25:24,44,70,79,32,50,64,7620,2186,406,62,14,6
13/12/2021 11:25:29,44,70,79,32,50,64,7620,2186,406,62,14,6
13/12/2021 11:25:34,44,70,79,32,50,64,7620,2186,406,62,14,6
13/12/2021 11:25:39,44,67,77,32,48,63,7494,2142,387,60,16,4
13/12/2021 11:25:44,44,68,78,32,49,63,7557,2172,396,58,16,4
13/12/2021 11:25:49,45,69,80,32,49,64,7614,2202,419,62,18,6
13/12/2021 11:25:54,45,68,79,32,49,64,7629,2219,434,52,18,4
13/12/2021 11:25:59,44,68,79,32,49,64,7545,2185,421,56,18,4
13/12/2021 11:26:04,44,68,79,32,49,64,7635,2181,417,58,18,6
13/12/2021 11:26:09,43,67,78,31,48,63,7551,2151,424,56,18,4
13/12/2021 11:26:14,45,69,81,32,49,65,7659,2206,441,60,20,4
13/12/2021 11:26:19,45,70,82,32,50,65,7671,2218,456,60,20,4
13/12/2021 11:26:24,45,71,86,32,50,67,7671,2233,458,62,24,8
13/12/2021 11:26:29,45,73,86,32,51,67,7716,2243,481,66,20,8
13/12/2021 11:26:34,44,74,88,32,51,68,7683,2249,491,68,20,10
13/12/2021 11:26:39,44,73,87,32,51,67,7659,2230,472,68,22,10
